,route stop id,stop number,address id,arrival time,departure time,stop type,unplanned,arrival_driver_id,departure_driver_id,bill_of_lading_id,number of orders,weight of orders,quantity of pieces on orders
1128,163519,2,1673,07/31/2019 12:38,07/31/2019 12:59,,False,103.0,103.0,88398,1,11296,80
29144,104626,1,27905,07/18/2018 08:49,07/18/2018 09:47,,False,114.0,114.0,67606,2,20487,18
20655,36552,3,879,02/19/2018 11:11,02/19/2018 11:23,,False,81.0,81.0,60234,1,919,2
1773,107811,1,34192,08/08/2018 09:16,08/08/2018 09:35,,False,81.0,81.0,68880,1,2680,1
15896,125313,1,5629,11/26/2018 05:18,11/26/2018 06:44,,False,84.0,84.0,74781,2,2267,11
3990,177740,1,5530,11/05/2019 08:03,11/05/2019 08:57,,False,107.0,107.0,93516,2,4871,41
5323,146920,5,52,04/04/2019 08:42,04/04/2019 08:57,,False,107.0,107.0,81975,1,7030,53
3900,1460,2,5004,03/17/2016 07:45,03/17/2016 08:38,,False,,,25243,1,12645,4
26829,177211,2,73,11/01/2019 10:34,11/01/2019 11:27,,False,81.0,81.0,93341,3,3610,15
8785,104474,3,1504,07/17/2018 14:06,07/17/2018 19:01,,False,90.0,90.0,67389,1,22988,52
21011,1397,1,94,03/16/2016 07:59,03/16/2016 08:54,,False,,,25182,2,578,2
12364,125001,2,920,11/28/2018 10:46,11/28/2018 11:16,,False,107.0,107.0,74916,5,6396,79
16595,36374,4,106,02/15/2018 12:39,02/15/2018 12:52,,False,82.0,82.0,60074,1,6275,3
30357,137866,1,30762,02/20/2019 08:48,02/20/2019 12:48,,False,85.0,85.0,79359,1,38016,576
20652,186650,1,41393,01/08/2020 09:11,01/08/2020 10:06,,False,98.0,98.0,96653,2,4215,8
6465,110544,1,29101,08/29/2018 11:36,08/29/2018 11:54,,False,98.0,98.0,69923,2,18731,54
29657,16046,3,104,01/13/2017 10:15,01/13/2017 11:15,,False,,,38997,1,32595,21
13647,97071,3,505,05/29/2018 13:04,05/29/2018 14:00,,False,108.0,108.0,65269,1,37627,48
7904,183390,5,6234,12/12/2019 13:47,12/12/2019 14:16,,False,98.0,98.0,95470,1,12249,1
13857,170605,4,41677,09/20/2019 09:55,09/20/2019 10:15,,False,124.0,124.0,91127,1,705,2
26925,6005,2,519,06/20/2016 10:51,06/20/2016 13:48,,False,,,29413,1,39085,12
20945,126509,4,5580,12/03/2018 12:27,12/03/2018 13:09,,False,81.0,81.0,75164,1,1634,6
4638,137041,5,758,02/15/2019 14:02,02/15/2019 14:31,,False,114.0,114.0,79106,1,3600,7
1323,179064,3,259,11/13/2019 10:16,11/13/2019 10:41,,False,134.0,134.0,93981,3,37670,25
10554,36718,1,19,02/21/2018 08:43,02/21/2018 09:45,,False,84.0,84.0,60369,1,11140,23
3833,135285,2,1399,02/06/2019 08:50,02/06/2019 13:41,,False,108.0,108.0,78498,1,1219,1
30643,176314,1,682,10/25/2019 11:12,10/25/2019 11:49,,False,118.0,118.0,92962,2,1718,3
11346,139501,2,75,02/28/2019 16:00,02/28/2019 16:15,,False,128.0,128.0,79893,1,2025,1
21520,152899,3,174,05/14/2019 09:50,05/14/2019 11:23,,False,90.0,90.0,84249,2,20511,26
30505,94372,1,4,05/14/2018 09:30,05/14/2018 12:34,,False,91.0,91.0,64362,2,47810,52
26700,126328,2,407,11/30/2018 13:52,11/30/2018 14:13,,False,95.0,95.0,75063,1,238,2
12461,166898,1,300,08/27/2019 08:23,08/27/2019 14:03,,False,77.0,129.0,89743,3,47237,63
23970,11372,2,703,10/05/2016 13:36,10/06/2016 06:58,,False,,,34081,1,7482,35
11276,10548,2,102,09/19/2016 11:48,09/19/2016 12:59,,False,,,33374,1,9403,7
8904,137912,1,249,02/20/2019 07:57,02/20/2019 08:57,,False,88.0,88.0,79365,1,2047,3
5671,165028,2,230,08/12/2019 09:34,08/12/2019 10:03,,False,99.0,99.0,88965,4,6903,8
5988,154347,1,974,05/23/2019 07:37,05/23/2019 07:53,,False,103.0,103.0,84864,1,3179,31
28121,172670,8,52,10/04/2019 12:12,10/04/2019 13:02,,False,107.0,107.0,91799,2,2672,61
4751,187728,1,1558,01/15/2020 08:46,01/15/2020 10:14,,False,140.0,140.0,97040,5,19993,36
7725,116165,3,8029,09/27/2018 12:21,09/27/2018 12:29,,False,76.0,76.0,71526,1,130,1
25464,166681,7,71,08/23/2019 10:06,08/23/2019 10:28,,False,108.0,108.0,89664,2,7300,28
7841,36643,5,40,02/20/2018 13:57,02/20/2018 14:39,,False,84.0,84.0,60264,1,392,1
15424,138898,1,15,02/27/2019 08:11,02/27/2019 09:03,,False,127.0,127.0,79678,3,48666,29
28929,97528,5,30051,05/30/2018 11:19,05/30/2018 11:50,,False,78.0,78.0,65318,1,4684,9
22031,36795,1,210,02/22/2018 09:48,02/22/2018 10:42,,False,84.0,84.0,60453,2,33600,19
11198,166803,1,5406,08/26/2019 07:34,08/26/2019 08:16,,False,77.0,77.0,89701,2,14369,19
18480,178030,5,121,11/06/2019 08:51,11/06/2019 09:21,,False,118.0,118.0,93629,2,13290,17
29379,168024,2,61,09/04/2019 08:26,09/04/2019 10:46,,False,89.0,89.0,90173,3,35993,48
17998,152795,2,29942,05/14/2019 13:22,05/14/2019 13:28,,False,127.0,127.0,84303,1,641,120
23889,149502,3,621,04/22/2019 12:09,04/22/2019 13:06,,False,124.0,124.0,82956,1,8536,19
4497,101317,1,259,06/21/2018 12:40,06/21/2018 13:15,,False,89.0,89.0,66556,1,48340,20
21618,127162,1,4,12/07/2018 08:09,12/07/2018 08:34,,False,90.0,90.0,75446,2,46261,19
27201,92274,1,91,04/25/2018 16:20,04/25/2018 17:24,,False,91.0,91.0,63616,1,39600,6
19182,89699,4,505,04/11/2018 13:33,04/11/2018 14:10,,False,82.0,82.0,62870,1,17868,74
8860,160984,5,347,07/12/2019 07:56,07/12/2019 09:54,,False,80.0,80.0,87458,1,33408,175
22108,154097,3,6273,05/22/2019 06:30,05/22/2019 07:18,,False,116.0,116.0,84775,2,4491,13
17925,175287,2,226,10/18/2019 06:59,10/18/2019 08:16,,False,135.0,135.0,92630,3,1506,57
6982,185009,2,943,12/23/2019 09:14,12/23/2019 10:20,,False,134.0,134.0,96045,1,2739,13
17187,174654,5,160,10/15/2019 08:50,10/15/2019 09:25,,False,135.0,135.0,92428,1,8913,8
14784,111849,1,15,08/31/2018 08:00,08/31/2018 08:48,,False,107.0,107.0,70142,4,40831,158
1874,175738,1,42136,10/22/2019 07:44,10/22/2019 08:27,,False,126.0,126.0,92771,1,2735,1
29457,146109,2,37353,04/01/2019 07:37,04/01/2019 10:18,,False,93.0,93.0,81803,1,41261,336
17259,96918,3,32,05/25/2018 13:22,05/25/2018 13:53,,False,85.0,85.0,65218,2,14182,36
7640,101448,1,259,06/22/2018 08:20,06/22/2018 09:09,,False,93.0,93.0,66560,3,9254,56
20205,176669,2,257,10/29/2019 15:10,10/29/2019 17:09,,False,90.0,90.0,93132,1,38795,27
29571,93862,1,1169,05/07/2018 09:09,05/07/2018 10:45,,False,95.0,95.0,64204,4,16040,4
4181,158806,2,34109,06/25/2019 11:43,06/25/2019 11:57,,False,98.0,98.0,86553,1,1410,5
27038,107997,2,68,08/09/2018 11:41,08/09/2018 11:57,,False,107.0,107.0,68933,1,792,14
290,101971,2,1762,06/27/2018 14:31,06/27/2018 15:30,,False,116.0,116.0,66803,1,5602,12
21628,38634,1,291,03/23/2018 12:28,03/23/2018 13:26,,False,75.0,75.0,61866,1,39900,10
25798,8373,2,271,08/05/2016 09:14,08/05/2016 11:59,,False,,,31548,1,4921,5
22266,122733,1,404,11/06/2018 13:26,11/06/2018 14:18,,False,106.0,106.0,73741,2,143,6
19800,16355,4,541,01/17/2017 12:05,01/17/2017 13:15,,False,,,39134,1,35210,16
14471,175627,4,461,10/22/2019 10:22,10/22/2019 11:27,,False,108.0,108.0,92746,2,43995,21
11420,185068,1,43152,12/23/2019 13:11,12/23/2019 13:27,,False,123.0,123.0,96069,1,288,3
16784,148134,1,1246,04/10/2019 06:40,04/10/2019 07:21,,False,98.0,98.0,82421,2,2832,8
27138,119425,1,128,10/16/2018 11:20,10/16/2018 12:27,,False,82.0,82.0,72570,2,23926,24
1448,157543,8,71,06/17/2019 09:38,06/17/2019 10:36,,False,78.0,78.0,86128,3,25998,352
4305,96462,2,29,05/24/2018 15:20,05/24/2018 15:54,,False,73.0,73.0,65178,3,12240,-3
8005,131389,4,1816,01/17/2019 07:21,01/17/2019 07:50,,False,95.0,95.0,77243,5,4800,6
24508,114401,1,28502,09/17/2018 07:42,09/17/2018 09:03,,False,108.0,108.0,70871,1,18968,8
6849,22297,2,28021,05/16/2017 13:58,05/17/2017 06:57,,False,,,45680,1,6724,96
25647,136046,2,8298,02/09/2019 09:15,02/09/2019 09:44,,False,89.0,89.0,78795,1,14300,5
20161,97587,1,4,05/30/2018 13:31,05/30/2018 16:24,,False,83.0,83.0,65342,3,49152,183
10085,129437,4,249,12/27/2018 12:41,12/27/2018 13:05,,False,88.0,88.0,76379,1,866,3
14496,166607,5,8029,08/22/2019 10:57,08/22/2019 11:07,,False,118.0,118.0,89623,1,160,1
2226,99467,5,6298,06/11/2018 12:37,06/11/2018 13:50,,False,108.0,108.0,65885,1,6079,13
1188,133139,3,681,01/25/2019 12:22,01/25/2019 12:58,,False,114.0,114.0,77808,1,13645,7
16643,189739,2,216,01/27/2020 09:23,01/27/2020 10:17,,False,93.0,93.0,97753,4,17150,122
15844,95341,2,17,05/15/2018 12:08,05/15/2018 12:34,,False,74.0,74.0,64613,1,980,2
18629,134025,1,31485,01/30/2019 11:07,01/30/2019 11:09,,False,121.0,121.0,78114,1,25,2
10216,142564,6,920,03/14/2019 15:37,03/14/2019 15:49,,False,114.0,114.0,80730,1,3941,50
24832,150100,2,6308,04/25/2019 10:18,04/25/2019 10:55,,False,97.0,97.0,83198,2,2127,2
24142,146792,4,1816,04/03/2019 13:03,04/03/2019 13:34,,False,95.0,95.0,81876,4,5067,6
6145,116001,4,108,09/26/2018 13:28,09/26/2018 13:38,,False,76.0,76.0,71444,1,497,13
30616,128082,3,147,12/13/2018 09:31,12/13/2018 10:19,,False,88.0,88.0,75818,1,3310,6
6463,110842,2,4581,08/27/2018 10:48,08/27/2018 11:23,,False,93.0,93.0,69840,1,3435,4
24643,176658,5,409,10/29/2019 10:38,10/29/2019 10:58,,False,113.0,113.0,93142,1,10256,16
28452,120949,4,28284,10/24/2018 11:45,10/24/2018 11:56,,False,76.0,76.0,73083,2,9074,63
11270,149118,1,102,04/17/2019 13:08,04/17/2019 13:41,,False,107.0,107.0,82808,1,42835,34
13373,127923,4,955,12/12/2018 10:31,12/12/2018 10:45,,False,114.0,114.0,75748,1,10210,10
4558,37888,3,541,03/13/2018 13:27,03/13/2018 14:23,,False,108.0,108.0,61360,1,13278,24
24842,116442,2,61,10/01/2018 09:14,10/01/2018 10:19,,False,97.0,97.0,71650,2,43457,20
27086,186957,3,5004,01/09/2020 11:29,01/09/2020 12:40,,False,118.0,118.0,96750,1,2029,54
6704,138315,1,291,02/22/2019 09:12,02/22/2019 10:01,,False,90.0,90.0,79529,1,45600,10
5774,183556,1,5555,12/13/2019 14:40,12/13/2019 15:10,,False,89.0,89.0,95525,1,36489,139
27441,133414,1,943,01/28/2019 09:42,01/28/2019 10:35,,False,121.0,121.0,77948,1,37331,81
19327,137969,1,230,02/20/2019 08:37,02/20/2019 09:18,,False,102.0,102.0,79406,8,38494,73
4339,170622,5,1218,09/20/2019 13:50,09/20/2019 14:40,,False,123.0,123.0,91122,2,5820,0
4466,37030,2,558,02/27/2018 10:29,02/27/2018 10:55,,False,81.0,81.0,60225,1,32027,14
24691,101217,1,724,06/21/2018 12:49,06/21/2018 13:02,,False,108.0,108.0,66521,4,36353,31
30132,190372,2,32899,01/30/2020 10:00,01/30/2020 10:30,,False,135.0,135.0,97936,1,3441,8
5432,135763,3,36846,02/08/2019 13:49,02/08/2019 14:09,,False,108.0,108.0,78676,1,1169,1
4106,126873,3,249,12/05/2018 11:14,12/05/2018 12:43,,False,80.0,80.0,75325,2,12104,47
25451,163616,1,40856,08/01/2019 09:08,08/01/2019 10:08,,False,106.0,106.0,88424,1,7667,6
29650,160721,1,259,07/11/2019 08:25,07/11/2019 08:52,,False,126.0,126.0,87345,1,49012,15
23032,174304,1,34119,10/14/2019 11:32,10/14/2019 13:33,,False,97.0,97.0,92328,5,33523,48
8957,151543,6,677,05/06/2019 09:11,05/06/2019 09:28,,False,113.0,113.0,83767,1,1336,100
29604,183581,3,57,12/13/2019 08:48,12/13/2019 09:27,,False,114.0,114.0,95534,2,3234,11
7448,117494,2,465,10/03/2018 10:55,10/03/2018 12:22,,False,77.0,77.0,71847,1,19885,17
21395,101464,2,943,06/22/2018 09:31,06/22/2018 10:22,,False,93.0,93.0,66560,2,17525,117
22323,100758,1,6308,06/19/2018 11:02,06/19/2018 11:17,,False,82.0,82.0,66366,1,748,4
442,8792,2,5157,08/15/2016 08:21,08/15/2016 09:57,,False,,,31893,1,254,1
21593,170187,2,7907,09/18/2019 11:11,09/18/2019 11:35,,False,97.0,97.0,90983,1,3258,2
25613,135533,3,677,02/07/2019 10:20,02/07/2019 10:39,,False,116.0,116.0,78524,1,5100,150
30670,104223,5,28275,07/16/2018 09:54,07/16/2018 10:05,,False,80.0,80.0,67621,1,2818,5
7118,120025,4,70,10/19/2018 09:00,10/19/2018 09:40,,False,88.0,88.0,72828,1,783,1
18206,116370,2,209,10/01/2018 09:48,10/01/2018 10:25,,False,90.0,90.0,71601,1,3644,62
23827,155360,2,342,05/31/2019 10:55,05/31/2019 12:02,,False,106.0,106.0,85268,1,3242,25
19697,162915,1,275,07/26/2019 06:24,07/26/2019 07:12,,False,102.0,102.0,88111,1,2000,2
25148,161693,5,5126,07/18/2019 05:59,07/18/2019 06:16,,False,78.0,78.0,87735,1,252,1
541,140548,1,32,03/05/2019 08:25,03/05/2019 08:51,,False,106.0,106.0,80147,2,675,3
29869,182679,2,29028,12/09/2019 09:18,12/09/2019 09:39,,False,98.0,98.0,95216,1,1520,2
24335,164735,4,91,08/08/2019 13:42,08/08/2019 13:57,,False,85.0,85.0,88872,1,6560,2
27218,145757,2,49,03/29/2019 09:03,03/29/2019 13:24,,False,77.0,77.0,81693,2,46456,172
19596,135335,2,774,02/06/2019 11:07,02/06/2019 11:32,,False,81.0,81.0,78521,1,567,2
29177,156438,4,404,06/07/2019 12:06,06/07/2019 13:00,,False,112.0,112.0,85685,2,1002,8
20164,116363,2,33032,09/28/2018 14:52,09/28/2018 15:29,,False,89.0,89.0,71604,2,2392,32
23357,190529,1,38893,01/30/2020 09:17,01/30/2020 09:42,,False,112.0,112.0,98002,1,3515,7
3839,178616,5,97,11/11/2019 09:47,11/11/2019 10:11,,False,120.0,120.0,93817,1,2025,1
3578,157663,1,465,06/18/2019 08:55,06/18/2019 09:26,,False,81.0,81.0,86166,1,46971,24
11243,38538,3,4339,03/23/2018 10:02,03/23/2018 10:29,,False,112.0,112.0,61937,2,7743,7
9247,170427,6,28870,09/23/2019 12:37,09/23/2019 13:26,,False,114.0,114.0,91057,1,10214,42
13824,39011,1,1266,04/03/2018 12:35,04/03/2018 13:15,,False,80.0,80.0,62208,1,45605,254
7235,16513,2,198,01/20/2017 10:45,01/20/2017 11:20,,False,,,39352,1,16417,7
14637,179877,4,49,11/19/2019 10:19,11/19/2019 11:23,,False,77.0,77.0,94265,1,13118,48
26729,88424,1,103,04/03/2018 09:46,04/03/2018 10:30,,False,81.0,81.0,62426,1,17919,32
10633,122185,1,337,11/01/2018 09:30,11/01/2018 17:59,,False,106.0,106.0,73523,1,1914,30
8368,139533,2,738,02/28/2019 14:00,02/28/2019 14:30,,False,92.0,92.0,79905,1,2246,3
20525,159090,1,468,06/29/2019 06:35,06/29/2019 10:51,,False,118.0,118.0,86868,1,43066,188
15596,127061,1,35,12/06/2018 12:22,12/06/2018 12:54,,False,81.0,81.0,75406,1,47900,7
17640,153288,4,386,05/16/2019 10:08,05/16/2019 10:38,,False,118.0,118.0,84455,2,13816,17
20592,34230,1,560,01/09/2018 09:32,01/09/2018 10:03,,False,74.0,74.0,58137,2,36880,14
5408,157337,3,558,06/14/2019 13:35,06/14/2019 19:24,,False,77.0,77.0,86013,1,411,2
16934,10184,2,6211,09/12/2016 09:53,09/12/2016 11:51,,False,,,33035,1,1281,14
26612,128092,1,406,12/13/2018 08:26,12/14/2018 02:55,,False,80.0,80.0,75819,3,48574,11
7967,1129,3,5566,03/10/2016 07:33,03/10/2016 07:53,,False,,,24952,1,676,4
14127,113462,1,259,09/10/2018 07:22,09/10/2018 08:26,,False,121.0,121.0,70501,2,8799,47
19482,114875,1,8029,09/18/2018 14:16,09/18/2018 14:31,,False,107.0,107.0,70974,1,102,1
12018,184506,1,446,12/19/2019 12:25,12/19/2019 14:08,,False,123.0,123.0,95865,1,47696,25
18692,33648,1,5530,12/27/2017 11:05,12/27/2017 12:12,,False,75.0,,57643,1,21368,18
10869,143617,2,95,03/20/2019 09:52,03/20/2019 10:32,,False,82.0,82.0,81055,1,17299,14
28044,132504,3,119,01/23/2019 10:52,01/23/2019 11:31,,False,95.0,95.0,77598,1,8186,9
8825,190883,1,5629,02/03/2020 13:53,02/03/2020 15:24,,False,88.0,88.0,98127,1,43241,54
2510,162234,5,869,07/23/2019 16:54,07/23/2019 17:56,,False,95.0,95.0,87938,2,1790,4
24844,172623,8,506,10/03/2019 10:59,10/03/2019 11:31,,False,80.0,80.0,91791,1,19010,18
13359,171717,3,6308,09/27/2019 14:28,09/27/2019 15:02,,False,97.0,97.0,91487,2,1357,10
5887,161495,4,40565,07/17/2019 11:19,07/17/2019 11:38,,False,80.0,80.0,87618,1,2748,5
5708,165469,3,386,08/14/2019 11:37,08/14/2019 12:07,,False,123.0,123.0,89180,1,182,6
8897,162193,1,230,07/23/2019 09:13,07/23/2019 09:37,,False,102.0,102.0,87972,3,8070,13
22040,130585,1,32,01/09/2019 17:05,01/09/2019 17:40,,False,123.0,123.0,76843,1,24666,312
7156,142563,2,38044,03/14/2019 10:35,03/14/2019 11:38,,False,127.0,127.0,80674,1,312,1
30448,92924,1,29809,05/01/2018 08:30,05/01/2018 08:48,,False,95.0,95.0,63880,1,1496,2
12628,149324,1,25,04/18/2019 11:13,04/18/2019 11:33,,False,76.0,76.0,82891,2,3975,3
22297,37723,3,506,03/09/2018 10:12,03/09/2018 11:01,,False,108.0,108.0,61227,1,6960,2
18667,6354,1,1041,06/27/2016 12:55,06/27/2016 13:32,,False,,,29734,1,2338,2
4102,15993,1,169,01/13/2017 09:45,01/13/2017 10:20,,False,,,39004,2,4461,8
1376,177748,2,5629,11/05/2019 08:22,11/05/2019 09:22,,False,84.0,84.0,93523,1,44780,54
20269,164032,5,217,08/05/2019 15:13,08/05/2019 15:32,,False,108.0,108.0,88610,1,1540,5
22597,153247,5,4831,05/16/2019 07:06,05/16/2019 07:30,,False,88.0,88.0,84442,1,586,2
9626,7052,1,6008,07/12/2016 11:26,07/12/2016 14:07,,False,,,30335,1,1820,3
4695,123164,3,33605,11/08/2018 12:07,11/08/2018 12:28,,False,113.0,113.0,73967,1,1038,1
4714,7611,1,159,07/22/2016 07:38,07/22/2016 11:51,,False,,,30859,1,4675,2
10781,7596,3,824,07/21/2016 12:25,07/21/2016 15:09,,False,,,30796,1,2679,18
24537,142628,3,375,03/14/2019 13:40,03/14/2019 13:57,,False,84.0,84.0,80775,1,738,6
16370,158654,1,29238,06/24/2019 06:39,06/24/2019 07:06,,False,75.0,75.0,86534,1,4125,8
20875,135184,1,31646,05/07/2019 10:33,05/07/2019 11:29,,False,120.0,120.0,83803,4,29785,744
6206,99514,3,893,06/11/2018 12:06,06/11/2018 13:17,,False,114.0,114.0,65917,2,13335,56
9973,113168,2,32579,09/10/2018 12:03,09/10/2018 13:43,,False,99.0,99.0,70502,1,17068,19
14793,92377,4,793,04/27/2018 12:10,04/27/2018 12:25,,False,81.0,81.0,63731,1,2274,2
13880,142640,1,4581,03/14/2019 11:04,03/14/2019 11:48,,False,118.0,118.0,80774,1,246,13
28227,190870,6,11003,02/03/2020 14:52,02/03/2020 15:20,,False,114.0,114.0,98124,1,3944,43
2415,126365,2,35000,11/30/2018 11:46,11/30/2018 12:02,,False,107.0,107.0,75050,2,7450,58
29066,187826,7,158,01/15/2020 12:51,01/15/2020 13:34,,False,80.0,80.0,97067,1,14100,107
24087,148239,2,5126,04/11/2019 07:26,04/11/2019 08:16,,False,108.0,108.0,82481,1,318,1
4877,38801,3,5004,03/27/2018 14:00,03/27/2018 14:28,,False,76.0,76.0,62165,1,5320,7
15304,113437,1,381,09/10/2018 07:45,09/10/2018 08:35,,False,81.0,81.0,70497,2,9874,16
48,151639,1,549,05/06/2019 12:26,05/06/2019 12:56,,False,75.0,75.0,83813,1,48282,341
28002,118293,1,334,10/10/2018 09:33,10/10/2018 10:23,,False,120.0,120.0,72140,1,3117,2
23742,144165,2,1571,03/22/2019 11:02,03/22/2019 11:16,,False,112.0,112.0,81234,1,918,12
3033,118714,2,495,10/15/2018 12:57,10/15/2018 13:36,,False,113.0,113.0,72295,2,41387,25
833,148615,1,5207,04/16/2019 10:18,04/16/2019 10:52,,False,98.0,98.0,82628,1,22027,36
20096,167135,2,4,08/27/2019 10:38,08/27/2019 11:46,,False,126.0,126.0,89836,2,10558,25
9258,161197,2,30762,07/15/2019 12:56,07/15/2019 14:34,,False,120.0,120.0,87524,1,46256,118
8926,118220,3,506,10/09/2018 12:50,10/09/2018 13:01,,False,80.0,80.0,72165,1,1520,1
17617,128715,1,366,12/18/2018 11:44,12/18/2018 11:52,,False,76.0,76.0,76053,1,170,5
6838,162598,4,29407,07/25/2019 09:32,07/25/2019 09:55,,False,113.0,113.0,88065,1,671,3
17582,174878,2,259,10/16/2019 10:46,10/16/2019 11:14,,False,118.0,118.0,92501,1,8520,125
24506,116073,2,165,09/27/2018 09:35,09/27/2018 10:01,,False,95.0,95.0,71505,1,0,2
16628,13270,2,677,11/08/2016 15:47,11/09/2016 06:59,,False,,,35775,1,7771,85
1706,8668,2,505,08/11/2016 11:02,08/11/2016 15:35,,False,,,31751,1,22131,20
13802,172741,3,5100,10/03/2019 11:26,10/03/2019 13:02,,False,123.0,123.0,91815,1,2220,15
13338,117710,1,34977,10/04/2018 08:18,10/04/2018 08:47,,False,73.0,80.0,71951,1,13499,528
27849,152520,3,11,05/10/2019 11:24,05/10/2019 12:49,,False,106.0,106.0,84132,1,2783,8
12707,88791,2,119,04/06/2018 11:21,04/06/2018 12:20,,False,82.0,82.0,62583,1,10617,5
11204,37198,2,29178,03/01/2018 16:03,03/01/2018 16:30,,False,88.0,88.0,60792,1,10210,4
9030,181873,3,505,12/04/2019 07:15,12/04/2019 07:47,,False,80.0,80.0,94931,1,6833,13
29028,154552,8,505,05/24/2019 10:23,05/24/2019 10:51,,False,113.0,113.0,84950,2,2638,4
10292,175960,2,588,10/23/2019 10:06,10/23/2019 11:23,,False,123.0,123.0,92851,1,24511,17
15685,137937,2,8029,02/20/2019 14:11,02/20/2019 14:32,,False,107.0,107.0,79391,2,20030,42
21103,172795,1,145,10/04/2019 09:36,10/04/2019 12:40,,False,131.0,131.0,91836,7,20512,40
23372,9104,1,97,08/19/2016 09:13,08/19/2016 11:36,,False,,,32125,1,46678,36
22614,37742,1,386,03/10/2018 07:15,03/10/2018 08:15,,False,107.0,107.0,61263,1,2345,26
15981,100415,1,32,06/14/2018 14:14,06/14/2018 15:22,,False,107.0,107.0,66186,1,39286,194
2166,8942,2,104,08/17/2016 09:50,08/17/2016 10:33,,False,,,32024,5,25791,18
11952,183136,1,82,12/11/2019 08:34,12/11/2019 09:40,,False,106.0,106.0,95391,1,3237,10
23036,134175,1,37353,01/31/2019 14:18,01/31/2019 15:54,,False,124.0,124.0,78183,1,37152,645
536,124648,3,100,11/19/2018 09:01,11/19/2018 10:00,,False,106.0,106.0,74536,2,2757,13
26230,163945,1,32334,08/02/2019 13:31,08/02/2019 13:59,,False,89.0,89.0,88569,1,2663,7
29174,168780,1,488,09/09/2019 14:30,09/09/2019 16:14,,False,89.0,89.0,90451,1,48717,27
26951,91320,2,91,04/19/2018 10:38,04/19/2018 11:30,,False,106.0,106.0,63317,1,38280,6
16139,160227,1,560,07/05/2019 09:43,07/05/2019 10:44,,False,84.0,84.0,87171,1,45344,45
13223,153334,4,902,05/16/2019 11:00,05/16/2019 12:39,,False,106.0,106.0,84472,1,10722,11
20163,38404,1,169,03/21/2018 08:05,03/21/2018 09:00,,False,114.0,114.0,61837,1,19350,17
19896,116328,1,32899,09/28/2018 08:13,09/28/2018 08:45,,False,106.0,106.0,71594,1,833,7
5246,120877,1,8452,10/24/2018 11:12,10/24/2018 12:20,,False,77.0,77.0,73059,1,2628,50
1598,125762,4,119,11/27/2018 14:36,11/27/2018 14:48,,False,113.0,113.0,74824,3,17730,50
16598,2538,2,147,04/08/2016 09:48,04/08/2016 10:27,,False,,,26187,3,2545,0
20216,163914,4,34122,08/02/2019 12:47,08/02/2019 13:13,,False,123.0,123.0,88551,1,705,5
22699,148641,6,5530,04/15/2019 14:27,04/15/2019 15:33,,False,114.0,114.0,82594,2,2502,32
13890,131898,1,1775,01/18/2019 08:33,01/18/2019 09:45,,False,123.0,123.0,77454,1,45009,40
553,165120,2,15,08/12/2019 13:53,08/12/2019 14:43,,False,112.0,112.0,89041,1,1600,1
627,190484,1,81,01/30/2020 12:25,01/30/2020 12:36,,False,89.0,89.0,97997,1,2831,35
20690,178328,4,42366,11/08/2019 09:25,11/08/2019 10:25,,False,114.0,114.0,93731,1,1500,1
9613,117593,2,1775,10/03/2018 10:48,10/03/2018 15:11,,False,90.0,90.0,71856,1,31259,152
28314,123397,2,36102,11/09/2018 10:48,11/09/2018 11:41,,False,114.0,114.0,74013,1,6960,2
24516,143426,2,200,03/19/2019 10:07,03/19/2019 10:40,,False,127.0,127.0,80993,4,13701,45
16181,9434,1,85,08/26/2016 09:02,08/26/2016 09:56,,False,,,32470,5,18106,20
30421,106941,3,33560,08/02/2018 10:59,08/02/2018 11:40,,False,96.0,96.0,68591,1,12505,7
25527,163124,4,32,07/29/2019 11:35,07/29/2019 13:31,,False,127.0,127.0,88275,2,20434,34
21444,122918,2,333,11/07/2018 10:13,11/07/2018 10:45,,False,114.0,114.0,73899,1,7521,3
8104,122311,2,1778,11/02/2018 08:53,11/02/2018 09:33,,False,108.0,108.0,73629,1,5665,8
1983,162206,5,70,07/23/2019 09:53,07/23/2019 10:37,,False,88.0,88.0,87932,2,2203,4
12618,142843,2,226,03/15/2019 11:47,03/15/2019 11:58,,False,126.0,126.0,80851,1,375,3
21546,174334,1,4,10/14/2019 08:37,10/14/2019 09:03,,False,106.0,106.0,92289,1,1340,1
20242,117632,3,15,10/03/2018 09:22,10/03/2018 09:37,,False,76.0,76.0,71899,1,582,4
3793,157195,4,748,06/13/2019 15:27,06/13/2019 15:46,,False,123.0,123.0,85944,1,19541,49
22197,175743,1,32334,10/22/2019 07:54,10/22/2019 08:23,,False,123.0,123.0,92772,1,1343,2
9372,173723,2,121,10/09/2019 14:39,10/09/2019 15:29,,False,124.0,124.0,92124,1,34935,82
12905,1453,3,410,03/17/2016 10:00,03/17/2016 10:19,,False,,,25210,2,13727,5
2181,120199,2,132,10/22/2018 16:03,10/22/2018 17:14,,False,118.0,118.0,72901,6,44574,76
7888,160585,2,34038,07/10/2019 09:16,07/10/2019 10:03,,False,81.0,81.0,87305,1,13971,30
24831,142030,3,265,03/12/2019 11:29,03/12/2019 12:17,,False,123.0,123.0,80567,1,21013,23
3750,156211,6,210,06/06/2019 11:35,06/06/2019 12:20,,False,114.0,114.0,85587,1,12250,4
