route stop id,address id,arrival time,departure time,number of orders,weight of orders,quantity of pieces on orders
101318,32334,06/21/2018 13:38,06/21/2018 14:02,1,997,1
33728,386,12/28/2017 08:20,12/28/2017 08:29,1,437,6
130454,99,01/09/2019 09:01,01/09/2019 09:20,1,1600,1
160013,1040,07/03/2019 10:02,07/03/2019 10:16,1,2460,8
114574,34881,09/18/2018 09:52,09/18/2018 10:22,1,1162,1
176091,42164,10/24/2019 14:42,10/24/2019 16:07,1,264,2
178531,743,11/11/2019 09:00,11/11/2019 09:20,1,1389,1
138947,7740,02/26/2019 08:57,02/26/2019 13:11,1,27360,7
25111,28576,07/12/2017 16:44,07/12/2017 16:46,2,2410,5
158963,1657,06/26/2019 07:08,06/26/2019 08:14,1,10240,4
123026,15,11/08/2018 13:15,11/08/2018 13:45,2,18888,108
174210,270,10/11/2019 09:19,10/11/2019 10:02,4,23530,11
110358,52,08/23/2018 14:53,08/23/2018 15:13,1,6300,70
152825,4900,05/14/2019 10:31,05/14/2019 10:41,1,1645,4
105344,31646,07/23/2018 09:19,07/23/2018 11:06,4,48829,375
115836,403,09/26/2018 09:56,09/26/2018 11:30,1,41600,33
131443,99,01/16/2019 12:43,01/16/2019 13:11,1,48400,2
106508,625,07/31/2018 09:02,07/31/2018 10:01,1,6734,25
128626,6298,12/18/2018 13:56,12/18/2018 14:51,1,19031,34
143891,6301,03/21/2019 08:07,03/21/2019 10:17,2,18381,22
5085,96,06/02/2016 15:33,06/03/2016 06:47,2,1079,21
116332,256,09/28/2018 13:19,09/28/2018 13:34,2,748,9
99782,31251,06/13/2018 11:45,06/13/2018 13:52,1,15633,16
137216,29809,02/18/2019 08:22,02/18/2019 09:00,2,7892,27
152420,391,05/10/2019 09:15,05/10/2019 09:17,1,3078,122
91453,408,04/19/2018 09:33,04/19/2018 11:05,4,14567,71
107920,179,08/09/2018 12:53,08/09/2018 13:15,3,918,4
123858,519,11/13/2018 10:23,11/13/2018 10:38,1,3718,2
118785,222,10/11/2018 08:11,10/11/2018 08:53,1,501,24
167928,166,09/03/2019 09:33,09/03/2019 10:53,6,19358,21
118447,300,10/10/2018 11:25,10/10/2018 14:00,10,41737,257
129644,4,01/02/2019 08:09,01/02/2019 16:03,4,41787,56
188028,1012,01/16/2020 09:58,01/16/2020 10:15,3,3251,6
164294,7956,08/06/2019 10:47,08/06/2019 11:25,1,5810,5
8745,11,08/12/2016 11:44,08/12/2016 12:30,1,46910,39
10837,72,09/23/2016 15:29,09/26/2016 08:50,1,1228,2
173387,147,10/08/2019 08:55,10/08/2019 09:26,3,13816,28
107308,157,08/06/2018 09:07,08/06/2018 09:25,2,5352,34
143073,130,03/18/2019 09:45,03/18/2019 11:31,1,43940,23
160826,457,07/11/2019 08:41,07/11/2019 09:19,1,242,12
182193,1246,12/05/2019 07:32,12/05/2019 08:02,1,2730,3
127595,404,12/10/2018 10:51,12/10/2018 12:00,1,0,13
184257,176,12/18/2019 10:07,12/18/2019 10:55,4,47876,115
161077,1041,07/12/2019 12:28,07/12/2019 12:42,1,4497,4
8405,373,08/05/2016 11:49,08/05/2016 11:57,1,384,10
165865,28284,08/16/2019 10:38,08/16/2019 11:09,5,10013,45
153532,38333,05/17/2019 08:40,05/17/2019 11:28,1,45480,31
99606,487,06/12/2018 10:34,06/12/2018 10:53,2,3534,19
106110,1571,07/27/2018 08:25,07/27/2018 08:48,2,1808,11
122556,1398,11/05/2018 08:05,11/05/2018 08:20,1,24591,28
35772,5439,02/05/2018 08:21,02/05/2018 08:38,1,730,14
114017,406,09/13/2018 12:50,09/13/2018 13:05,1,731,7
165931,869,08/19/2019 08:42,08/20/2019 01:56,1,960,10
176108,32,10/24/2019 10:56,10/24/2019 12:24,6,48731,304
9168,100,08/22/2016 13:39,08/22/2016 14:53,1,39872,4
90164,29773,04/13/2018 10:27,04/13/2018 10:42,1,440,2
92899,91,05/01/2018 13:35,05/01/2018 14:43,1,39600,6
153492,29029,05/17/2019 06:40,05/17/2019 12:37,5,32620,116
109873,6308,08/21/2018 08:46,08/21/2018 09:16,1,1546,11
119977,35706,10/18/2018 10:22,10/18/2018 11:04,1,26062,135
165553,382,08/16/2019 10:45,08/16/2019 11:06,1,23199,43
35295,91,01/29/2018 07:12,01/29/2018 08:11,1,38280,6
113347,121,09/10/2018 11:59,09/10/2018 13:10,1,196,1
173676,7,10/09/2019 13:36,10/09/2019 14:12,1,1120,1
143435,36472,03/19/2019 13:55,03/19/2019 14:11,1,508,1
146923,1246,04/03/2019 06:42,04/03/2019 07:04,1,432,2
152047,270,05/08/2019 13:17,05/08/2019 14:04,3,34281,15
10874,270,09/26/2016 10:59,09/26/2016 15:30,3,4692,11
104923,28396,07/19/2018 10:29,07/19/2018 10:57,2,4542,176
116835,32250,10/01/2018 10:32,10/01/2018 10:43,1,346,1
157107,434,06/13/2019 07:01,06/13/2019 08:41,1,19049,6
157372,38747,06/14/2019 07:39,06/14/2019 08:06,1,1568,2
111219,311,08/29/2018 09:57,08/29/2018 10:28,2,1731,2
36721,1534,02/21/2018 08:32,02/21/2018 09:20,1,16870,155
164071,943,08/05/2019 14:29,08/05/2019 14:56,1,700,1
130292,176,01/08/2019 12:17,01/08/2019 12:57,2,10539,83
37215,403,03/01/2018 14:29,03/01/2018 15:04,1,6763,12
16362,25,01/17/2017 15:05,01/17/2017 15:50,2,9986,29
127134,102,12/06/2018 08:21,12/06/2018 08:49,1,6809,17
111290,5232,08/29/2018 13:42,08/29/2018 14:02,1,5227,5
186675,291,01/08/2020 09:20,01/08/2020 11:06,1,48520,33
8733,748,08/12/2016 09:57,08/12/2016 11:44,1,12612,60
146224,749,04/01/2019 08:06,04/01/2019 08:30,1,7207,46
144978,300,03/26/2019 10:53,03/26/2019 11:31,4,33482,37
115785,1791,09/25/2018 11:26,09/25/2018 12:00,1,2376,25
160407,27830,07/09/2019 11:21,07/09/2019 11:48,1,1332,1
186129,167,01/06/2020 09:00,01/06/2020 09:30,3,9444,5
154272,1040,05/23/2019 10:46,05/23/2019 11:08,1,1588,9
189219,1564,01/23/2020 12:28,01/23/2020 13:08,1,16480,23
173518,31459,10/08/2019 15:00,10/08/2019 15:06,1,160,13
118725,230,10/11/2018 10:10,10/11/2018 10:38,3,23053,26
182016,1041,12/04/2019 12:01,12/04/2019 12:42,1,7874,4
150734,6273,04/30/2019 08:59,04/30/2019 09:57,1,250,2
188200,107,01/16/2020 15:04,01/16/2020 15:19,1,3423,4
1802,407,03/24/2016 10:31,03/24/2016 12:10,1,25173,49
116056,31646,09/27/2018 14:45,09/27/2018 15:30,2,31365,266
185254,371,12/26/2019 13:37,12/26/2019 14:36,2,13108,21
110317,291,08/24/2018 08:25,08/24/2018 09:55,1,17381,25
137967,37363,02/20/2019 12:26,02/20/2019 12:50,1,1465,4
165674,75,08/15/2019 09:04,08/15/2019 09:53,3,16201,23
10523,32,09/19/2016 11:10,09/19/2016 12:58,1,7974,4
16239,5439,01/16/2017 09:35,01/16/2017 10:20,3,756,9
119426,29407,10/16/2018 14:40,10/16/2018 14:54,1,10458,11
107921,431,08/09/2018 10:54,08/09/2018 11:24,1,3372,2
141482,356,03/11/2019 08:55,03/11/2019 09:41,2,4384,9
166220,5606,08/21/2019 09:35,08/21/2019 09:50,1,0,30
148010,558,04/10/2019 10:12,04/10/2019 11:06,1,27324,46
36567,29,02/19/2018 12:57,02/19/2018 13:41,1,6187,22
147574,5057,04/09/2019 10:53,04/09/2019 11:18,1,4950,5
144888,1214,03/26/2019 11:23,03/26/2019 11:46,1,2182,6
34745,8392,01/18/2018 13:08,01/18/2018 13:38,2,4574,6
153075,409,05/15/2019 08:29,05/15/2019 10:02,1,3092,6
10893,681,09/26/2016 11:00,09/26/2016 15:32,4,7255,23
10964,346,09/27/2016 11:56,09/27/2016 14:16,1,1350,4
37913,291,03/13/2018 12:05,03/13/2018 13:10,3,10184,8
106939,299,08/02/2018 12:34,08/02/2018 13:08,1,3278,55
110056,843,08/22/2018 15:16,08/22/2018 15:45,1,6730,4
161505,99,07/17/2019 11:21,07/17/2019 11:52,1,32356,117
133148,457,01/25/2019 10:03,01/25/2019 10:28,2,1827,20
148810,38836,04/16/2019 12:44,04/16/2019 13:00,1,3309,22
8751,32,08/12/2016 09:58,08/12/2016 11:44,1,320,2
172659,311,10/03/2019 13:52,10/03/2019 14:42,3,4200,4
33721,265,12/28/2017 08:49,12/28/2017 10:24,1,6183,3
144994,2865,03/26/2019 13:50,03/26/2019 15:32,1,22520,20
92160,49,04/25/2018 09:32,04/25/2018 11:15,1,42159,172
121179,8029,10/25/2018 11:11,10/25/2018 11:47,1,12040,16
16039,454,01/13/2017 11:50,01/13/2017 12:00,1,105,66
165053,488,08/12/2019 10:24,08/12/2019 10:30,1,3240,4
137299,25,02/18/2019 07:23,02/18/2019 09:06,4,15277,170
158755,5629,06/25/2019 13:27,06/25/2019 13:49,6,11444,314
152901,52,05/14/2019 11:29,05/14/2019 11:41,1,1701,8
175617,205,10/22/2019 13:12,10/22/2019 13:44,1,499,1
114194,61,09/14/2018 11:45,09/14/2018 12:25,2,33016,45
138531,734,02/25/2019 11:28,02/25/2019 12:27,1,46800,20
177975,8213,11/06/2019 10:36,11/06/2019 12:03,1,83,1
186601,312,01/08/2020 13:32,01/08/2020 14:10,1,20488,48
101606,1751,06/25/2018 11:33,06/25/2018 12:03,6,6049,160
102496,647,07/06/2018 15:05,07/06/2018 15:14,1,831,2
154738,1150,05/28/2019 06:57,05/28/2019 07:26,1,7823,7
163319,560,07/30/2019 14:09,07/30/2019 15:41,2,41216,22
146126,734,04/01/2019 09:12,04/01/2019 09:54,1,14000,2
103203,17,07/09/2018 11:14,07/09/2018 11:52,1,585,1
154163,45,05/22/2019 08:23,05/22/2019 08:48,1,3355,5
177909,37479,11/06/2019 06:53,11/06/2019 07:27,1,7781,19
98237,256,06/04/2018 11:42,06/04/2018 12:28,1,9848,8
95990,198,05/21/2018 10:34,05/21/2018 11:02,2,19320,8
123220,71,11/08/2018 09:45,11/08/2018 11:00,2,23293,50
178134,222,11/07/2019 13:12,11/07/2019 13:31,1,409,10
98009,6273,06/01/2018 06:48,06/01/2018 07:17,1,480,10
149028,36115,04/17/2019 16:04,04/17/2019 16:33,2,3198,0
98784,33140,06/06/2018 08:03,06/06/2018 09:14,1,400,1
103034,33670,07/06/2018 15:12,07/06/2018 15:39,1,3237,35
130080,541,01/07/2019 05:45,01/07/2019 06:28,1,1197,1
159364,61,06/28/2019 14:50,06/28/2019 15:04,3,29674,22
102225,29407,07/03/2018 11:42,07/03/2018 11:54,1,4901,1
112887,34571,09/05/2018 08:50,09/05/2018 11:05,1,16338,7
158685,29860,06/24/2019 14:23,06/24/2019 15:05,1,21935,15
36605,17,02/19/2018 14:11,02/19/2018 15:19,1,41303,144
107918,128,08/09/2018 13:27,08/09/2018 14:20,1,42682,13
145813,6273,03/29/2019 07:39,03/29/2019 08:53,3,8664,8
95286,102,05/15/2018 12:10,05/15/2018 12:26,2,926,26
164344,40176,08/06/2019 12:03,08/06/2019 13:10,1,11370,12
35432,404,01/30/2018 15:32,01/30/2018 18:48,2,4115,20
113649,1775,09/11/2018 07:43,09/11/2018 09:58,3,16153,207
134396,194,02/01/2019 07:53,02/01/2019 08:08,1,4499,6
98118,492,06/01/2018 14:12,06/01/2018 16:08,1,2900,6
152913,121,05/14/2019 14:39,05/14/2019 15:04,2,5230,5
162909,265,07/26/2019 17:46,07/26/2019 19:08,1,200,1
169414,36933,09/13/2019 12:42,09/13/2019 13:49,2,14328,1065
96445,32835,05/24/2018 07:45,05/24/2018 11:16,1,0,7
114189,34836,09/14/2018 12:01,09/14/2018 13:01,1,432,1
165958,249,08/19/2019 12:47,08/19/2019 13:36,5,16224,30
99515,145,06/11/2018 15:48,06/11/2018 16:57,3,5751,7
121317,35861,10/26/2018 10:35,10/26/2018 11:03,2,6343,36
172722,30994,10/03/2019 10:02,10/03/2019 10:44,1,7650,4
134723,1032,02/04/2019 07:05,02/04/2019 07:45,2,13848,33
150103,31223,04/25/2019 09:19,04/25/2019 10:16,1,504,2
8778,53,08/15/2016 12:37,08/15/2016 14:32,2,10070,7
145069,363,03/26/2019 11:50,03/26/2019 12:11,1,1348,7
158594,147,06/24/2019 10:09,06/24/2019 11:12,2,3769,7
147482,38579,04/05/2019 08:41,04/05/2019 08:58,1,1320,10
38198,71,03/19/2018 10:04,03/19/2018 10:32,1,4260,20
143422,1490,03/19/2019 09:09,03/19/2019 09:36,1,0,79
148244,6298,04/11/2019 14:56,04/11/2019 15:25,2,10312,59
115139,1214,09/20/2018 10:43,09/20/2018 11:18,2,7971,10
127734,198,12/11/2018 14:49,12/11/2018 18:26,1,10940,12
6063,1,06/21/2016 09:15,06/21/2016 13:28,1,37840,226
142344,235,03/13/2019 10:07,03/13/2019 12:30,6,24157,48
97822,71,05/31/2018 14:10,06/01/2018 02:14,1,2400,10
120950,1218,10/24/2018 09:37,10/24/2018 10:04,1,2444,26
138983,28784,02/26/2019 12:06,02/26/2019 12:43,1,14420,71
167097,5530,08/27/2019 10:24,08/27/2019 11:28,1,752,2
157935,110,06/20/2019 10:54,06/20/2019 11:25,1,6329,35
163838,32579,08/05/2019 11:23,08/05/2019 11:52,1,46189,59
109378,5576,08/17/2018 08:26,08/17/2018 08:58,1,925,2
159648,31937,07/02/2019 11:22,07/02/2019 12:31,3,32018,29
105810,29860,07/25/2018 14:58,07/25/2018 15:30,2,20367,16
102738,506,07/05/2018 09:11,07/05/2018 09:51,5,14359,52
37914,334,03/13/2018 13:31,03/13/2018 13:47,1,1291,1
148518,34025,04/12/2019 08:37,04/12/2019 10:02,1,6152,12
131694,84,01/17/2019 13:31,01/17/2019 15:03,1,281,6
38292,8449,03/20/2018 08:18,03/20/2018 08:59,1,8104,85
1592,764,03/21/2016 11:31,03/22/2016 07:00,1,36179,33
146963,37808,04/03/2019 12:53,04/03/2019 13:02,1,791,3
108003,261,08/10/2018 09:06,08/10/2018 10:52,3,18601,33
182902,6301,12/10/2019 08:31,12/10/2019 10:30,2,43966,66
173541,15,10/08/2019 06:38,10/08/2019 08:03,4,41016,33
142373,334,03/13/2019 08:43,03/13/2019 09:10,1,25000,10
140045,33032,03/04/2019 11:12,03/04/2019 11:27,1,1188,6
175958,41452,10/23/2019 15:24,10/23/2019 17:04,2,12820,27
103315,30994,07/11/2018 15:08,07/11/2018 16:08,1,40044,414
172604,41812,10/03/2019 13:50,10/03/2019 14:00,1,95,2
170835,6372,09/23/2019 11:40,09/23/2019 12:03,1,192,5
179371,257,11/15/2019 13:53,11/15/2019 14:58,2,46869,46
94332,72,05/09/2018 12:16,05/09/2018 12:56,2,44224,50
117518,28502,10/03/2018 12:15,10/03/2018 15:03,1,6654,8
107293,1372,08/06/2018 11:12,08/06/2018 12:22,1,8454,7
148621,1321,04/15/2019 09:37,04/15/2019 09:44,1,520,1
162794,465,07/26/2019 08:32,07/26/2019 10:55,1,41023,23
39037,99,04/02/2018 08:55,04/02/2018 10:08,1,8448,176
115146,406,09/20/2018 10:26,09/20/2018 10:47,1,1060,1
173064,31646,12/06/2019 08:12,12/06/2019 08:59,1,48483,603
153106,4,05/15/2019 14:07,05/15/2019 14:38,1,21033,27
99397,560,06/08/2018 12:05,06/08/2018 13:13,1,46725,31
109896,307,08/21/2018 09:40,08/21/2018 10:10,1,6405,2
126594,34493,12/03/2018 07:08,12/03/2018 07:31,1,4056,22
7626,375,07/22/2016 07:37,07/22/2016 10:37,2,6083,9
6409,375,06/28/2016 10:03,06/28/2016 13:15,2,1275,6
183861,31937,12/16/2019 10:44,12/16/2019 11:11,1,10480,2
171151,80,09/25/2019 11:24,09/25/2019 12:37,1,19971,96
178952,39359,11/13/2019 08:10,11/13/2019 09:23,2,3981,44
185087,40227,12/24/2019 08:31,12/24/2019 09:46,1,22420,25
153160,148,05/15/2019 10:30,05/15/2019 11:10,1,7641,14
10975,27,09/27/2016 11:57,09/27/2016 14:20,1,14591,10
9397,337,08/26/2016 11:14,08/26/2016 13:59,1,161,1
137054,6082,02/18/2019 11:16,02/18/2019 11:36,1,14096,19
97930,29860,06/01/2018 10:27,06/01/2018 11:13,1,36600,33
147783,168,04/09/2019 10:47,04/09/2019 11:03,1,780,1
168070,8213,09/04/2019 12:18,09/04/2019 13:32,2,19774,24
186594,5760,01/08/2020 10:47,01/08/2020 11:52,1,43255,371
124295,16,11/15/2018 13:16,11/15/2018 13:44,1,3359,12
133183,6301,01/25/2019 09:53,01/25/2019 10:13,2,5500,46
150226,5262,04/25/2019 14:35,04/25/2019 14:59,2,2980,7
33539,434,12/22/2017 09:44,12/22/2017 11:12,1,5113,17
94079,52,05/08/2018 08:00,05/08/2018 08:15,3,3707,57
156294,259,06/06/2019 11:40,06/06/2019 11:55,1,46425,8
139631,1816,03/01/2019 12:10,03/01/2019 12:43,1,3000,1
164158,165,08/06/2019 07:31,08/06/2019 08:16,3,11882,6
150639,29860,04/29/2019 08:59,04/29/2019 09:36,1,6360,6
169571,6358,09/13/2019 07:15,09/13/2019 08:15,2,5498,10
181591,6301,12/06/2019 07:46,12/06/2019 08:12,1,530,1
142591,32176,03/14/2019 11:16,03/14/2019 11:49,1,10260,2
133420,28763,01/29/2019 12:13,01/29/2019 13:52,3,27646,54
184061,42993,12/17/2019 13:19,12/17/2019 13:36,1,1595,2
181861,312,12/04/2019 13:46,12/04/2019 14:24,1,12170,16
119264,689,10/15/2018 10:25,10/15/2018 11:00,2,4593,8
171524,11002,09/26/2019 09:54,09/26/2019 10:30,1,1224,4
127801,291,12/11/2018 14:30,12/11/2018 15:28,1,45000,16
155290,29204,05/31/2019 08:58,05/31/2019 10:08,2,44718,44
159475,560,07/01/2019 09:00,07/01/2019 12:00,1,48605,15
38289,202,03/20/2018 10:30,03/20/2018 11:47,2,0,11
172368,32782,10/02/2019 08:49,10/02/2019 09:05,1,1200,2
36035,270,02/08/2018 14:26,02/08/2018 14:50,1,3301,4
182702,902,12/09/2019 08:38,12/09/2019 09:13,1,21278,140
10659,132,09/21/2016 15:21,09/21/2016 16:28,3,18277,20
91876,10892,04/23/2018 07:22,04/23/2018 09:15,2,17798,61
113088,404,09/06/2018 14:45,09/06/2018 16:00,1,21,1
164307,1716,08/07/2019 11:18,08/07/2019 11:41,1,6988,29
89739,293,04/11/2018 14:01,04/11/2018 14:29,3,11105,53
113168,32579,09/10/2018 12:03,09/10/2018 13:43,1,17068,19
119909,4969,10/18/2018 07:01,10/18/2018 09:38,1,3824,12
37473,19,03/06/2018 15:25,03/06/2018 15:52,2,2456,15
36177,2721,02/12/2018 11:34,02/12/2018 13:04,1,5468,46
146921,38436,04/03/2019 09:31,04/03/2019 10:43,1,890,12
35670,893,02/02/2018 13:19,02/02/2018 13:37,2,7189,16
123894,560,11/13/2018 13:53,11/13/2018 15:00,2,4796,12
136593,689,02/13/2019 14:55,02/13/2019 16:25,4,15121,17
161847,218,07/19/2019 10:03,07/19/2019 10:43,1,23392,70
155322,541,05/31/2019 12:40,05/31/2019 13:20,1,4555,12
179071,4,11/13/2019 11:34,11/13/2019 12:47,2,10454,32
145588,200,03/28/2019 11:36,03/28/2019 12:30,1,44465,305
182671,1255,12/10/2019 08:20,12/10/2019 08:59,1,2610,3
129787,391,01/03/2019 12:16,01/03/2019 12:37,3,8901,32
116084,394,09/27/2018 07:17,09/27/2018 08:10,1,0,3
118928,35545,10/11/2018 11:20,10/11/2018 11:35,1,0,6
8436,159,08/08/2016 09:48,08/08/2016 11:32,2,5603,47
17601,17,02/09/2017 14:00,02/09/2017 15:10,4,19058,21
147771,6273,04/09/2019 11:52,04/09/2019 13:53,5,3437,26
151076,5100,05/02/2019 10:43,05/02/2019 11:50,1,13815,7
6598,920,06/30/2016 13:52,06/30/2016 14:37,1,1734,4
128424,210,12/17/2018 11:22,12/17/2018 12:41,1,46000,23
186182,38611,01/04/2020 06:27,01/04/2020 10:44,1,2451,6
129576,943,12/28/2018 14:00,12/28/2018 14:30,1,9233,13
171056,32,09/24/2019 14:51,09/24/2019 16:10,1,27790,78
168823,3008,09/10/2019 07:32,09/10/2019 09:45,1,36240,37
142559,506,03/14/2019 09:33,03/14/2019 10:08,2,5442,9
152417,869,05/10/2019 12:04,05/10/2019 13:10,3,6959,125
10008,541,09/08/2016 09:30,09/08/2016 12:06,1,11228,9
121368,144,10/26/2018 09:47,10/26/2018 14:47,1,35630,50
110052,56,08/22/2018 08:58,08/22/2018 09:42,1,29400,15
2075,45,03/31/2016 07:45,03/31/2016 08:19,1,3280,6
115124,291,09/20/2018 08:37,09/20/2018 09:25,1,46280,13
118458,125,10/10/2018 12:02,10/10/2018 12:19,2,1008,7
125340,100,11/26/2018 09:28,11/26/2018 09:57,2,209,4
167854,674,09/03/2019 10:01,09/03/2019 10:18,1,27993,21
117422,132,10/02/2018 11:12,10/02/2018 12:01,2,24505,25
127807,434,12/11/2018 11:09,12/11/2018 11:59,1,9371,125
113179,480,09/07/2018 11:43,09/07/2018 12:22,3,2189,4
127914,1751,12/13/2018 06:53,12/13/2018 07:24,4,1673,5
162524,560,07/24/2019 08:50,07/24/2019 10:05,1,23494,18
187433,265,01/13/2020 16:12,01/13/2020 18:37,1,16101,22
154615,121,05/24/2019 09:49,05/24/2019 10:38,2,4306,26
149371,4214,04/22/2019 12:54,04/22/2019 14:39,1,3277,39
163148,33032,07/29/2019 13:48,07/29/2019 14:16,1,1112,6
171929,769,09/30/2019 09:31,09/30/2019 11:20,7,40607,71
128697,132,12/18/2018 10:10,12/18/2018 10:43,1,797,3
154187,72,05/22/2019 12:27,05/22/2019 13:08,1,1378,5
113820,6308,09/12/2018 08:13,09/12/2018 08:50,1,1281,1
165051,902,08/12/2019 15:30,08/12/2019 15:45,1,14957,14
181406,259,11/27/2019 09:21,11/27/2019 10:22,2,8335,4
9464,519,08/29/2016 15:20,08/29/2016 16:05,1,2987,1
153078,165,05/15/2019 07:21,05/15/2019 08:29,2,826,3
182103,32,12/04/2019 13:44,12/04/2019 14:03,1,370,3
181056,879,11/26/2019 12:40,11/26/2019 13:12,3,15271,26
89445,2896,04/10/2018 12:39,04/10/2018 13:18,1,3975,55
103193,28022,07/09/2018 13:55,07/09/2018 14:12,2,1770,2
10289,81,09/13/2016 12:41,09/13/2016 14:10,1,9753,33
152109,122,05/08/2019 10:37,05/08/2019 11:44,1,800,2
170074,15,09/17/2019 08:29,09/17/2019 09:20,4,21925,11
117796,16,10/05/2018 08:11,10/05/2018 08:34,1,3720,7
148604,5126,04/15/2019 07:00,04/15/2019 08:19,1,5485,7
161173,769,07/15/2019 07:05,07/15/2019 07:35,3,11162,31
173763,100,10/09/2019 10:01,10/09/2019 10:41,1,4143,1
145607,15,03/28/2019 12:30,03/28/2019 13:28,3,25830,57
34902,454,01/22/2018 10:33,01/22/2018 10:49,1,1961,5
34324,226,01/10/2018 08:35,01/10/2018 08:55,2,1515,8
122676,157,11/06/2018 08:35,11/06/2018 09:19,1,11840,19
169103,769,09/11/2019 12:50,09/11/2019 15:20,3,11125,45
148054,28784,04/10/2019 11:29,04/10/2019 11:56,1,1400,2
187577,32,01/14/2020 07:50,01/14/2020 09:24,2,46480,100
188071,40233,01/16/2020 08:08,01/16/2020 08:26,1,145,1
130503,1571,01/09/2019 10:47,01/09/2019 11:28,1,2106,2
188049,10922,01/16/2020 10:05,01/16/2020 11:31,1,40962,42
120997,34281,12/11/2018 09:46,12/11/2018 11:45,6,39721,36
127119,205,12/06/2018 12:22,12/06/2018 14:30,1,7800,3
155858,386,06/04/2019 12:27,06/04/2019 13:11,2,27841,265
131182,222,01/15/2019 12:47,01/15/2019 13:09,1,14760,4
114408,194,09/17/2018 13:28,09/17/2018 13:48,1,2625,7
140567,15,03/05/2019 14:21,03/05/2019 16:28,2,8785,12
126870,130,12/06/2018 13:34,12/06/2018 14:08,1,25480,28
129920,6394,01/07/2019 09:56,01/07/2019 10:12,1,3234,30
130120,4,01/07/2019 09:03,01/07/2019 10:28,1,49374,29
137833,37697,02/20/2019 12:17,02/20/2019 13:05,5,26501,805
147129,677,04/04/2019 10:11,04/04/2019 10:40,1,1336,100
91143,506,04/18/2018 08:41,04/18/2018 09:08,1,1033,1
152872,517,05/14/2019 12:58,05/14/2019 13:12,1,1432,7
99044,311,06/07/2018 08:44,06/07/2018 09:07,2,5350,2
124306,102,11/15/2018 10:38,11/15/2018 11:46,2,9535,12
171418,110,09/26/2019 08:38,09/26/2019 09:00,1,4265,14
36639,167,02/20/2018 07:52,02/20/2018 08:35,1,5362,1
139534,1676,02/28/2019 15:02,02/28/2019 18:58,1,37877,55
159284,291,06/27/2019 06:44,06/27/2019 07:38,1,46400,24
176323,82,10/25/2019 08:58,10/25/2019 09:28,1,45838,29
103362,408,07/10/2018 12:52,07/10/2018 13:26,2,1293,7
184035,769,12/17/2019 11:22,12/17/2019 12:33,1,2795,8
151050,2879,05/01/2019 13:59,05/01/2019 14:12,1,3423,2
154562,435,05/28/2019 07:12,05/28/2019 07:48,1,6710,1
95897,3960,05/18/2018 10:07,05/18/2018 11:03,1,2057,8
155982,6301,06/05/2019 07:41,06/05/2019 09:07,2,20888,45
109586,237,08/20/2018 11:11,08/20/2018 11:53,2,4045,11
121075,1571,10/25/2018 08:41,10/25/2018 11:22,4,39593,33
149976,86,04/24/2019 10:07,04/24/2019 10:40,5,8184,12
164070,270,08/03/2019 10:04,08/03/2019 10:37,3,24113,27
141051,404,03/07/2019 15:02,03/07/2019 15:21,3,48,7
115568,457,09/24/2018 09:08,09/24/2018 09:56,3,1619,21
36359,132,02/15/2018 09:23,02/15/2018 12:15,2,12586,22
103772,33552,07/12/2018 09:41,07/12/2018 10:31,1,938,2
137594,71,02/19/2019 07:08,02/19/2019 09:48,2,43089,256
8591,1762,08/10/2016 11:46,08/10/2016 12:51,1,10876,22
127905,99,12/12/2018 11:29,12/12/2018 13:10,1,1893,1
162015,30762,07/22/2019 08:02,07/22/2019 09:56,1,46494,90
129437,249,12/27/2018 12:41,12/27/2018 13:05,1,866,3
6142,10,06/22/2016 10:52,06/22/2016 10:56,1,10252,8
92432,869,04/26/2018 09:43,04/26/2018 17:33,3,200,3
151248,27,05/02/2019 12:07,05/02/2019 13:36,2,3993,6
174326,31805,10/14/2019 12:45,10/14/2019 13:29,3,7845,76
176475,5013,10/28/2019 09:11,10/28/2019 10:58,1,16112,20
1546,517,03/18/2016 13:44,03/18/2016 13:56,1,8063,7
7621,1419,07/22/2016 07:37,07/22/2016 10:37,1,210,1
149621,869,04/23/2019 11:06,04/23/2019 12:52,4,8472,72
156225,217,06/06/2019 08:33,06/06/2019 10:36,1,46625,101
96944,132,05/25/2018 09:07,05/25/2018 11:10,3,39302,21
128464,36446,12/17/2018 10:00,12/17/2018 10:38,2,258,3
143020,71,03/18/2019 08:59,03/18/2019 10:30,4,46048,288
155547,541,06/03/2019 13:50,06/03/2019 14:21,2,6277,7
179890,29459,11/19/2019 08:10,11/19/2019 09:11,1,1700,20
182045,132,12/04/2019 10:45,12/04/2019 11:05,2,6426,12
144955,11,03/26/2019 12:40,03/26/2019 13:04,1,3267,1
160561,71,07/10/2019 08:35,07/10/2019 10:24,9,19544,70
153015,1266,05/15/2019 10:58,05/15/2019 12:04,2,47395,182
126527,235,12/03/2018 10:10,12/03/2018 10:51,1,3040,8
154996,5414,05/29/2019 12:39,05/29/2019 12:54,2,5229,40
168089,560,09/04/2019 10:16,09/04/2019 10:33,2,4080,3
89166,11,04/09/2018 13:11,04/09/2018 14:14,1,18260,16
105167,291,07/20/2018 15:27,07/20/2018 16:14,2,29771,260
139236,29101,02/28/2019 14:04,02/28/2019 14:24,1,9865,26
146777,81,04/05/2019 14:10,04/05/2019 17:13,4,36454,187
