route stop id,stop number,address id,arrival time,departure time,stop type,unplanned,arrival_driver_id,departure_driver_id,bill_of_lading_id,number of orders,weight of orders,quantity of pieces on orders
167641,3,99,08/30/2019 09:55,08/30/2019 10:21,,false,108,108,90037,1,816,6
140038,1,230,03/04/2019 10:57,03/04/2019 12:21,,false,102,102,80055,3,2104,5
160840,3,36417,07/11/2019 10:31,07/11/2019 10:48,,false,118,118,87394,2,5999,51
160959,1,558,07/12/2019 10:40,07/12/2019 11:59,,false,77,77,87449,1,3250,11
110352,1,144,08/23/2018 09:13,08/23/2018 10:08,,false,114,114,69625,1,3877,11
128251,2,36713,12/14/2018 08:21,12/14/2018 08:50,,false,80,80,75877,1,1405,1
131008,4,1564,01/14/2019 12:10,01/14/2019 12:58,,false,81,81,77097,4,19615,36
158806,2,34109,06/25/2019 11:43,06/25/2019 11:57,,false,98,98,86553,1,1410,5
145103,2,30762,03/28/2019 06:43,03/28/2019 09:33,,false,76,76,81490,1,38888,275
169399,1,4,09/12/2019 06:59,09/12/2019 07:28,,false,106,106,90682,1,95,2
157357,6,769,06/14/2019 15:57,06/14/2019 16:39,,false,95,95,86012,4,28730,93
2622,4,61,04/11/2016 10:27,04/11/2016 11:52,,false,,,26246,3,1878,8
183859,2,291,12/16/2019 10:43,12/16/2019 11:22,,false,112,112,95634,1,15200,4
97928,3,879,05/31/2018 13:19,05/31/2018 14:07,,false,77,77,65444,3,7605,31
129860,3,612,01/04/2019 09:53,01/04/2019 10:08,,false,123,123,76512,1,1500,12
148425,7,35746,04/12/2019 14:47,04/12/2019 15:10,,false,88,88,82550,1,1087,15
175163,1,42094,10/17/2019 10:33,10/17/2019 11:01,,false,116,116,92589,1,7900,1
179110,1,107,11/13/2019 15:24,11/13/2019 16:05,,false,123,123,93998,1,32701,14
152926,1,259,05/14/2019 11:47,05/14/2019 12:46,,false,127,127,84303,4,23190,45
182872,6,269,12/10/2019 09:38,12/10/2019 09:50,,false,80,80,95298,1,2474,44
101525,1,291,06/22/2018 13:45,06/22/2018 14:44,,false,93,93,66617,1,27480,17
183834,1,382,12/16/2019 06:23,12/16/2019 07:17,,false,81,81,95617,1,8665,33
8363,3,6116,08/05/2016 12:14,08/05/2016 13:27,,false,,,31547,1,8669,16
89799,4,1043,04/11/2018 13:18,04/11/2018 14:05,,false,106,106,62894,1,24597,19
124566,3,274,11/19/2018 11:59,11/19/2018 13:44,,false,102,102,74250,1,2188,1
2292,2,97,04/05/2016 11:22,04/05/2016 13:22,,false,,,26031,4,20606,8
166331,8,38267,08/21/2019 10:24,08/21/2019 10:51,,false,78,78,89525,1,21687,58
108017,3,34047,08/09/2018 16:35,08/09/2018 17:15,,false,89,89,68962,1,18403,88
4282,5,5629,05/16/2016 10:53,05/16/2016 12:20,,false,,,27841,3,17521,41
124227,4,403,11/15/2018 11:11,11/15/2018 11:35,,false,114,114,74186,3,2062,29
117606,4,468,10/03/2018 12:37,10/03/2018 12:46,,false,112,112,71892,1,7609,4
15989,3,375,01/13/2017 12:30,01/13/2017 12:45,,false,,,39027,2,18581,124
146464,3,1547,04/02/2019 10:35,04/02/2019 10:47,,false,99,99,81932,1,8550,8
162757,1,31646,07/25/2019 12:14,07/25/2019 12:33,,false,97,97,88068,2,16938,690
174809,5,41861,10/16/2019 12:06,10/16/2019 12:31,,false,98,98,92485,3,7762,39
107937,1,333,08/09/2018 13:54,08/09/2018 15:10,,false,114,114,68917,1,1162,1
157743,4,7,06/18/2019 10:47,06/18/2019 11:21,,false,114,114,86176,1,10720,4
92266,2,167,04/25/2018 11:13,04/25/2018 14:12,,false,114,114,63584,2,24874,163
38657,3,198,03/26/2018 09:41,03/26/2018 10:51,,false,80,80,62060,1,7743,20
149333,1,465,04/18/2019 09:38,04/18/2019 11:03,,false,112,112,82895,1,34681,33
123003,2,32730,11/08/2018 09:33,11/08/2018 11:23,,false,123,123,73926,3,17414,12
156064,3,102,06/05/2019 14:27,06/05/2019 15:22,,false,131,131,85544,2,15691,14
167648,1,40233,08/30/2019 10:34,08/30/2019 11:37,,false,120,120,90035,2,40887,29
105383,1,363,07/23/2018 12:45,07/23/2018 13:14,,false,84,84,68041,1,2406,12
107731,3,5629,08/08/2018 13:10,08/08/2018 13:37,,false,95,95,68860,1,4440,1
10395,1,270,09/15/2016 13:04,09/15/2016 13:10,,false,,,33264,4,13878,10
37201,1,61,03/01/2018 06:33,03/01/2018 07:17,,false,73,73,60788,1,1260,2
92487,3,5232,04/26/2018 10:41,04/26/2018 11:20,,false,112,112,63687,2,12708,13
157230,4,200,06/13/2019 14:20,06/13/2019 16:34,,false,107,107,85995,1,11286,90
118935,1,583,10/12/2018 10:49,10/12/2018 11:33,,false,121,121,72378,1,0,17
94892,5,27,05/11/2018 16:42,05/11/2018 17:10,,false,112,112,64519,2,26965,16
96048,2,29773,05/21/2018 16:23,05/21/2018 16:57,,false,107,107,64956,1,23590,96
90323,2,99,04/16/2018 09:26,04/16/2018 09:55,,false,88,88,63098,1,4984,61
37059,2,194,02/27/2018 09:31,02/27/2018 09:46,,false,82,82,60640,2,5720,3
138425,2,32899,02/22/2019 10:18,02/22/2019 11:14,,false,106,106,79560,1,2169,14
34631,1,160,01/16/2018 07:07,01/16/2018 07:59,,false,74,74,58491,2,28220,30
179873,3,3487,11/19/2019 13:34,11/19/2019 14:00,,false,77,77,94265,1,8649,94
90305,1,541,04/16/2018 08:30,04/16/2018 09:32,,false,82,82,63092,2,2499,16
184593,2,32,12/19/2019 16:39,12/19/2019 18:19,,false,118,118,95887,1,1260,3
108285,4,560,08/13/2018 12:25,08/13/2018 12:50,,false,76,76,69109,1,14892,53
185300,2,41201,12/27/2019 07:38,12/27/2019 08:17,,false,88,88,96158,1,33894,49
146225,4,175,04/01/2019 11:49,04/01/2019 12:05,,false,102,102,81834,1,9072,30
148828,2,121,04/16/2019 13:11,04/16/2019 13:40,,false,118,118,82705,4,7878,50
171696,4,5629,09/27/2019 08:57,09/27/2019 09:55,,false,108,108,91479,3,3635,24
151589,2,82,05/06/2019 09:31,05/06/2019 10:47,,false,93,93,83780,1,698,1
8376,2,84,08/05/2016 09:14,08/05/2016 09:17,,false,,,31546,2,3125,19
35405,4,29986,01/30/2018 14:26,01/30/2018 15:05,,false,84,84,59145,1,3576,6
140057,1,30762,03/04/2019 09:49,03/04/2019 11:55,,false,76,76,80064,1,41552,280
178327,7,893,11/08/2019 13:26,11/08/2019 13:58,,false,114,114,93731,1,8322,96
119254,5,608,10/15/2018 12:07,10/15/2018 12:51,,false,88,88,72493,1,16291,9
129192,1,560,12/21/2018 09:22,12/21/2018 10:02,,false,112,112,76317,1,1772,7
107599,1,434,08/07/2018 08:52,08/07/2018 10:00,,false,112,112,68812,1,8014,38
131802,1,1040,01/18/2019 08:30,01/18/2019 09:12,,false,102,102,77481,1,1975,28
125021,1,32,11/20/2018 17:04,11/20/2018 17:31,,false,124,124,74660,1,48050,18
156919,1,102,06/11/2019 11:15,06/11/2019 13:00,,false,116,116,85870,1,26582,17
151419,1,94,05/03/2019 06:57,05/03/2019 07:11,,false,107,107,83696,1,392,1
177904,1,5996,11/06/2019 07:14,11/06/2019 07:38,,false,89,89,93586,1,3654,21
100100,4,31854,06/14/2018 13:31,06/14/2018 13:45,,false,81,81,66125,1,2307,15
129090,1,36836,12/21/2018 10:22,12/26/2018 06:44,,false,102,102,76283,1,11935,3
7897,1,27,07/28/2016 12:07,07/28/2016 15:19,,false,,,31134,3,39613,37
91722,1,32,04/20/2018 06:56,04/20/2018 09:31,,false,106,106,63402,2,47804,40
169761,2,5091,09/16/2019 09:50,09/16/2019 10:08,,false,102,102,90848,1,4854,9
175095,3,5232,10/17/2019 11:43,10/17/2019 13:13,,false,124,124,92571,3,1878,1
38143,2,6273,03/16/2018 11:07,03/16/2018 11:29,,false,85,85,61582,3,1464,3
126964,2,363,12/05/2018 08:07,12/05/2018 08:15,,false,121,121,75357,1,102,2
153305,4,97,05/16/2019 12:59,05/16/2019 13:21,,false,78,78,84481,2,15400,7
169299,1,386,09/12/2019 07:07,09/12/2019 07:23,,false,118,118,90650,3,11258,65
157735,4,769,06/18/2019 09:18,06/18/2019 10:46,,false,95,95,86137,2,46705,89
105105,1,5629,07/20/2018 07:36,07/20/2018 11:17,,false,78,78,67943,4,7992,68
187545,8,40233,01/14/2020 09:30,01/14/2020 09:57,,false,113,113,96974,2,3389,20
136354,1,108,02/13/2019 08:58,02/13/2019 09:19,,false,93,93,78825,1,2152,24
120803,5,34883,10/24/2018 12:06,10/24/2018 13:51,,false,102,102,73013,1,2000,2
185207,2,97,12/26/2019 15:21,12/26/2019 17:50,,false,93,93,96125,1,25735,11
182136,2,40694,12/05/2019 09:10,12/05/2019 09:31,,false,81,81,95016,1,2880,2
186638,10,99,01/08/2020 10:12,01/08/2020 10:26,,false,113,113,96643,1,1632,2
16248,1,49,01/16/2017 08:10,01/16/2017 08:50,,false,,,39086,3,40800,111
122878,5,409,11/08/2018 13:40,11/08/2018 13:59,,false,80,80,73889,3,17473,263
168634,4,312,09/09/2019 14:27,09/09/2019 15:20,,false,97,97,90341,1,25262,92
8808,3,71,08/15/2016 12:28,08/15/2016 14:32,,false,,,31867,5,4884,136
95098,1,4,05/14/2018 14:20,05/14/2018 16:03,,false,107,107,64594,1,15511,35
188869,1,259,01/21/2020 11:00,01/21/2020 12:40,,false,129,129,97435,1,414,1
137220,3,264,02/18/2019 10:38,02/18/2019 10:57,,false,108,108,79175,1,764,18
144293,3,842,03/22/2019 07:37,03/22/2019 07:52,,false,104,104,81279,1,3825,75
143445,1,15,03/19/2019 15:25,03/19/2019 17:03,,false,93,93,81006,5,0,110
144581,1,271,03/25/2019 09:02,03/25/2019 09:53,,false,127,127,81370,1,1712,1
153624,1,39506,05/17/2019 11:23,05/17/2019 11:39,,false,127,127,84595,1,134,1
177334,1,35914,11/01/2019 08:55,11/01/2019 09:33,,false,102,102,93381,2,11251,24
171736,5,167,09/27/2019 12:31,09/27/2019 13:52,,false,114,114,91476,1,26527,32
141113,1,16,03/08/2019 06:24,03/08/2019 08:11,,false,121,121,80357,1,47843,93
150756,5,409,04/30/2019 10:55,04/30/2019 11:31,,false,108,108,83446,1,5814,70
185969,3,38611,01/03/2020 07:55,01/03/2020 09:06,,false,135,135,96402,2,19286,130
104645,2,157,07/18/2018 13:54,07/18/2018 14:19,,false,108,108,67789,1,2468,124
108929,4,468,08/15/2018 13:19,08/15/2018 17:54,,false,106,106,69270,1,3946,4
186299,1,36115,01/07/2020 12:46,01/07/2020 15:45,,false,118,118,96533,2,38385,205
168371,5,5091,09/05/2019 13:31,09/05/2019 13:55,,false,98,98,90296,2,8053,19
3676,2,5722,05/03/2016 09:16,05/03/2016 10:26,,false,,,27297,1,27472,74
136604,2,259,02/13/2019 10:24,02/13/2019 10:48,,false,121,121,78882,3,4961,11
101180,2,217,06/21/2018 10:42,06/21/2018 10:55,,false,82,82,66499,1,0,234
178965,2,8370,11/13/2019 08:40,11/13/2019 08:58,,false,108,89,93952,1,13800,48
7058,3,73,07/12/2016 11:27,07/12/2016 14:08,,false,,,30361,3,1552,9
123182,3,6308,11/08/2018 14:41,11/08/2018 14:51,,false,95,95,73963,1,561,4
97109,1,920,05/29/2018 08:48,05/29/2018 10:01,,false,114,114,65261,4,7108,18
36247,2,5232,02/13/2018 09:45,02/13/2018 11:30,,false,106,106,59945,1,17768,5
184557,3,29028,12/19/2019 10:52,12/19/2019 11:19,,false,140,140,95875,1,1820,3
163916,2,902,08/05/2019 10:46,08/05/2019 11:24,,false,106,106,88637,1,20155,23
144880,6,6273,03/26/2019 13:57,03/26/2019 14:22,,false,113,113,81421,2,6709,10
158388,3,194,06/21/2019 17:08,06/21/2019 17:58,,false,95,95,86442,1,7755,8
95645,1,94,05/17/2018 09:20,05/17/2018 10:25,,false,91,91,64794,2,1424,7
129320,2,240,12/26/2018 08:20,12/26/2018 08:58,,false,121,121,76341,1,7737,13
4506,4,159,05/19/2016 13:56,05/19/2016 15:29,,false,,,28028,1,3821,3
153716,4,1622,05/20/2019 11:22,05/20/2019 11:34,,false,98,98,84659,1,790,2
96462,2,29,05/24/2018 15:20,05/24/2018 15:54,,false,73,73,65178,3,12240,-3
175928,1,519,10/23/2019 09:18,10/23/2019 10:23,,false,93,93,92842,1,15985,48
110476,2,230,08/24/2018 11:10,08/24/2018 12:07,,false,102,102,69640,2,4006,32
34172,2,47,01/08/2018 09:54,01/08/2018 11:30,,false,83,83,58095,2,2330,39
38574,4,40,03/26/2018 07:48,03/26/2018 07:59,,false,75,75,61928,1,34,3
134971,2,608,03/06/2019 13:09,03/06/2019 14:05,,false,82,82,78404,1,15710,26
180085,5,42450,11/20/2019 13:02,11/20/2019 13:27,,false,95,95,94343,1,12000,8
112947,4,261,09/06/2018 07:11,09/06/2018 07:36,,false,107,107,70281,2,10237,79
162820,1,99,07/29/2019 10:35,07/29/2019 11:41,,false,131,131,88165,1,40435,7
11305,4,647,10/04/2016 15:35,10/05/2016 07:34,,false,,,34040,5,2179,27
36642,4,311,02/20/2018 10:48,02/20/2018 11:42,,false,84,84,60264,1,7767,5
112889,2,68,09/05/2018 13:29,09/05/2018 13:38,,false,107,107,70281,1,114,6
162592,1,28806,07/24/2019 13:43,07/24/2019 14:20,,false,127,127,88057,2,30492,69
135567,5,5530,02/08/2019 10:30,02/08/2019 11:00,,false,75,75,78599,3,4296,11
172188,2,159,10/01/2019 08:07,10/01/2019 08:43,,false,108,108,91641,2,3148,3
90436,3,140,04/16/2018 12:58,04/16/2018 13:12,,false,91,91,63125,1,540,3
158664,1,560,06/24/2019 13:15,06/24/2019 14:29,,false,89,89,86538,1,42500,13
103134,1,4,07/09/2018 09:11,07/09/2018 10:34,,false,93,93,67277,5,41330,35
139901,1,37841,03/04/2019 13:37,03/04/2019 17:25,,false,90,90,80005,1,47041,45
106264,2,33621,07/30/2018 09:25,07/30/2018 16:38,,false,77,77,68346,1,7072,494
173761,3,132,10/09/2019 11:23,10/09/2019 12:00,,false,118,118,92130,3,1235,4
17552,4,5734,02/09/2017 14:05,02/09/2017 14:25,,false,,,40412,2,4388,31
158387,4,677,06/21/2019 14:20,06/21/2019 14:44,,false,95,95,86442,1,4100,50
105904,2,140,07/26/2018 12:36,07/26/2018 13:11,,false,76,76,68228,1,3480,1
108100,2,300,08/10/2018 15:26,08/10/2018 16:43,,false,112,112,69006,4,15508,16
153296,1,209,05/16/2019 08:31,05/16/2019 09:21,,false,123,123,84456,1,947,18
97549,2,165,05/30/2018 10:59,05/30/2018 11:45,,false,108,108,65334,2,4868,4
159209,8,347,06/27/2019 12:45,06/27/2019 14:07,,false,80,80,86782,2,34120,46
117327,4,128,10/03/2018 09:00,10/03/2018 10:07,,false,95,95,71765,1,26242,12
157547,4,1214,06/17/2019 12:37,06/17/2019 13:09,,false,108,108,86130,1,979,2
151441,1,560,05/03/2019 14:06,05/03/2019 15:51,,false,124,124,83706,1,48350,23
143947,3,10922,03/21/2019 10:38,03/21/2019 11:25,,false,75,75,80988,5,16415,19
135288,4,71,02/06/2019 10:44,02/06/2019 13:41,,false,108,108,78498,1,11163,72
166507,1,1010,08/22/2019 08:12,08/22/2019 08:25,,false,81,81,89597,1,5355,52
170622,5,1218,09/20/2019 13:50,09/20/2019 14:40,,false,123,123,91122,2,5820,0
164499,7,1054,08/08/2019 12:43,08/08/2019 13:09,,false,95,95,88724,1,4275,3
92797,1,32106,04/30/2018 11:04,04/30/2018 14:17,,false,106,106,63819,1,33250,50
138409,1,1246,02/22/2019 07:09,02/22/2019 07:35,,false,101,101,79579,1,1914,6
98242,1,32,06/05/2018 09:34,06/05/2018 10:58,,false,76,76,65581,1,44105,26
176151,2,371,10/24/2019 08:43,10/24/2019 09:38,,false,134,134,92926,3,3279,9
147470,1,32,04/08/2019 08:02,04/08/2019 09:36,,false,107,107,82153,4,38452,29
123196,1,6301,11/08/2018 08:06,11/08/2018 09:05,,false,81,81,73974,5,3186,26
148101,2,582,04/10/2019 09:32,04/10/2019 09:53,,false,103,103,82423,1,2338,2
9046,4,15,08/18/2016 14:15,08/18/2016 14:17,,false,,,32081,2,2312,5
16482,3,387,01/19/2017 14:50,01/19/2017 15:00,,false,,,39288,1,9267,30
109452,1,506,08/21/2018 07:39,08/21/2018 08:10,,false,88,88,69505,1,7980,4
131020,1,71,01/14/2019 15:57,01/14/2019 17:08,,false,108,108,77103,2,6668,69
1093,4,5560,03/09/2016 10:52,03/09/2016 11:35,,false,,,24892,1,1001,12
179670,3,235,11/18/2019 08:01,11/18/2019 09:12,,false,114,114,94182,2,7782,52
111541,1,291,08/30/2018 08:01,08/30/2018 09:06,,false,81,81,70056,1,33132,86
167259,2,724,08/28/2019 10:07,08/28/2019 10:37,,false,88,88,89898,1,720,3
179828,1,42342,11/18/2019 13:11,11/18/2019 13:38,,false,123,123,94245,1,1720,3
157818,1,32,06/18/2019 13:02,06/18/2019 15:06,,false,124,124,86233,1,39409,35
133713,3,37354,01/29/2019 09:16,01/29/2019 09:29,,false,108,108,78006,1,575,2
145238,3,373,03/27/2019 12:46,03/27/2019 13:13,,false,93,93,81545,1,1200,1
16462,1,49,01/19/2017 09:00,01/19/2017 11:40,,false,,,39305,1,17920,14
129325,3,270,12/26/2018 10:23,12/26/2018 10:34,,false,121,121,76341,2,8876,6
188752,2,724,01/21/2020 07:24,01/21/2020 08:10,,false,80,80,97401,2,6037,11
7395,1,6024,07/18/2016 11:42,07/18/2016 13:59,,false,,,30621,1,47685,40
98001,2,541,06/01/2018 12:25,06/01/2018 13:01,,false,95,95,65475,1,7260,1
184024,3,1470,12/17/2019 11:46,12/17/2019 13:07,,false,108,108,95692,1,15705,15
8311,3,61,08/04/2016 10:50,08/04/2016 11:58,,false,,,31465,2,15808,17
105065,4,1657,07/20/2018 07:25,07/20/2018 09:24,,false,88,88,67940,1,30290,17
124215,3,168,11/15/2018 13:29,11/15/2018 13:45,,false,82,82,74410,1,85,3
90086,3,157,04/13/2018 07:36,04/13/2018 08:44,,false,88,88,63025,2,4901,62
101940,1,235,06/27/2018 10:08,06/27/2018 11:20,,false,114,114,66799,2,14022,11
161660,1,230,07/19/2019 07:13,07/19/2019 08:03,,false,99,99,87756,5,46196,46
158131,6,30235,06/20/2019 12:26,06/20/2019 16:38,,false,80,80,86339,2,40567,17
151324,5,31646,05/03/2019 07:29,05/03/2019 08:50,,false,113,113,83653,2,42413,807
138399,1,468,02/22/2019 09:28,02/22/2019 09:58,,false,76,76,79563,1,21679,117
153978,2,39588,05/21/2019 08:28,05/21/2019 09:02,,false,130,130,84717,1,1650,2
133779,4,94,01/29/2019 14:59,01/29/2019 15:22,,false,107,107,78029,2,2302,12
136844,2,2771,02/14/2019 13:22,02/14/2019 13:53,,false,107,107,79021,1,21400,50
117581,1,4,10/04/2018 12:48,10/04/2018 13:57,,false,107,107,71887,2,45752,69
119943,2,91,10/19/2018 10:06,10/19/2018 11:13,,false,76,76,72625,1,37278,115
119757,3,738,10/17/2018 15:05,10/17/2018 15:16,,false,107,107,72700,1,1732,36
155640,5,39777,06/03/2019 13:19,06/03/2019 13:36,,false,118,118,85383,1,1664,7
88793,5,5900,04/05/2018 13:18,04/06/2018 06:06,,false,114,114,62585,2,6988,16
164447,7,758,08/08/2019 07:22,08/08/2019 07:30,,false,107,107,88758,1,1021,2
36393,1,558,02/15/2018 13:19,02/15/2018 14:12,,false,91,91,58749,3,38788,121
155072,1,30762,05/30/2019 09:52,05/30/2019 10:32,,false,97,97,85167,1,41261,336
37016,4,1271,02/26/2018 10:29,02/26/2018 11:17,,false,80,80,60572,1,8366,3
94062,2,454,05/09/2018 11:17,05/09/2018 11:23,,false,76,76,64300,2,863,3
134272,2,265,02/01/2019 08:32,02/01/2019 09:10,,false,84,84,78198,1,9862,9
109299,3,3492,08/17/2018 09:51,08/18/2018 13:30,,false,113,113,69369,1,8812,10
97079,1,7788,05/29/2018 10:59,05/29/2018 12:04,,false,95,95,65263,2,22789,112
101163,2,869,06/21/2018 09:06,06/21/2018 09:29,,false,80,80,66498,1,13069,8
119875,1,235,10/18/2018 07:55,10/18/2018 08:49,,false,114,114,72712,4,9418,15
99068,6,169,06/07/2018 10:13,06/07/2018 10:46,,false,114,114,65763,1,1711,4
132927,3,11,01/24/2019 11:35,01/24/2019 12:13,,false,124,124,77773,1,1085,1
132879,2,33852,01/24/2019 11:12,01/24/2019 12:04,,false,108,108,77753,1,4924,75
150692,7,29407,04/30/2019 09:17,04/30/2019 10:20,,false,78,78,83413,1,11831,14
3716,1,5741,05/04/2016 14:30,05/04/2016 14:51,,false,,,27341,1,46613,83
153885,3,99,05/21/2019 09:54,05/21/2019 10:44,,false,108,108,84690,1,39690,11
135511,3,61,02/07/2019 10:49,02/07/2019 11:33,,false,95,95,78586,2,28752,19
108792,2,123,08/15/2018 10:51,08/15/2018 11:31,,false,88,88,69234,2,7085,6
128187,4,30067,12/13/2018 12:01,12/13/2018 12:18,,false,124,124,75851,1,5220,9
179520,3,200,11/15/2019 09:15,11/15/2019 09:45,,false,135,135,94121,1,2820,30
176411,1,32,10/25/2019 15:54,10/25/2019 17:09,,false,118,118,93043,8,35298,621
123675,1,373,11/12/2018 08:37,11/12/2018 09:01,,false,76,76,74160,1,4891,5
171643,2,41700,09/26/2019 13:33,09/26/2019 14:07,,false,124,124,91451,1,5184,5
8548,2,1310,08/09/2016 10:54,08/09/2016 13:06,,false,,,31637,1,8137,8
2892,3,61,04/15/2016 08:18,04/15/2016 11:20,,false,,,26483,2,3725,11
7423,4,26,07/19/2016 12:29,07/19/2016 12:34,,false,,,30695,1,11889,18
10448,1,391,09/16/2016 08:07,09/16/2016 13:14,,false,,,33288,1,6166,21
158208,2,5232,06/20/2019 10:09,06/20/2019 10:57,,false,130,130,86367,4,2698,11
176621,1,34281,10/29/2019 10:39,10/29/2019 11:32,,false,112,112,93120,9,47385,101
95069,1,15,05/14/2018 09:25,05/14/2018 10:33,,false,112,112,64585,7,19579,74
117055,10,503,10/01/2018 15:56,10/01/2018 16:11,,false,76,76,71684,1,640,3
16293,2,72,01/17/2017 15:05,01/17/2017 15:50,,false,,,39175,2,1120,8
136887,1,27,02/14/2019 13:22,02/14/2019 15:48,,false,121,121,79062,1,25559,38
137959,2,82,02/20/2019 07:45,02/20/2019 08:04,,false,126,126,79412,1,3395,2
109360,4,34314,08/17/2018 13:35,08/17/2018 13:54,,false,107,107,69402,2,2847,2
169605,4,130,09/13/2019 12:59,09/13/2019 13:43,,false,98,98,90727,2,26688,17
120295,1,30994,10/23/2018 10:25,10/23/2018 11:02,,false,93,93,72923,2,1920,2
154132,3,1698,05/22/2019 12:20,05/22/2019 13:11,,false,107,107,84780,1,6041,20
118236,5,541,10/10/2018 09:38,10/10/2018 09:50,,false,95,95,72163,1,1048,3
103663,1,6273,07/12/2018 08:20,07/12/2018 10:23,,false,113,113,67489,1,375,1
134504,1,457,02/01/2019 13:12,02/01/2019 15:35,,false,121,121,78280,3,14153,65
186494,4,11,01/07/2020 07:51,01/07/2020 08:07,,false,129,129,96595,1,2859,1
92856,4,259,04/30/2018 12:01,04/30/2018 12:29,,false,83,83,63843,1,1163,1
122569,1,375,11/05/2018 07:49,11/05/2018 08:43,,false,107,107,73735,1,230,8
10646,2,943,09/21/2016 10:34,09/21/2016 13:46,,false,,,33495,1,400,1
145621,1,560,03/29/2019 09:38,03/29/2019 09:53,,false,97,97,81664,1,47520,6
8391,1,371,08/05/2016 08:04,08/05/2016 09:15,,false,,,31545,1,3054,4
110770,5,210,08/27/2018 15:34,08/27/2018 16:19,,false,114,114,69795,1,20880,13
97654,3,5439,05/30/2018 16:05,05/30/2018 16:31,,false,106,106,65374,3,473,7
103686,2,1792,07/12/2018 10:19,07/12/2018 11:31,,false,77,77,67495,1,2196,3
151513,2,30762,05/06/2019 12:49,05/06/2019 14:34,,false,126,126,83811,1,18000,10
154564,2,74,05/28/2019 14:08,05/28/2019 15:04,,false,103,103,84952,1,34710,26
166206,3,4,08/20/2019 08:48,08/20/2019 09:14,,false,107,107,89452,3,10917,20
104411,1,147,07/17/2018 13:52,07/17/2018 14:26,,false,108,108,67698,1,724,1
37640,1,1571,03/08/2018 10:15,03/08/2018 11:19,,false,77,77,61185,1,20165,14
107816,3,16,08/08/2018 13:57,08/08/2018 14:40,,false,112,112,68885,2,10340,6
153647,1,1093,05/20/2019 09:26,05/20/2019 09:39,,false,102,102,84658,1,4620,52
132186,4,5496,01/21/2019 14:44,01/21/2019 15:07,,false,112,112,77521,1,4410,7
158944,6,40233,06/26/2019 09:02,06/26/2019 10:33,,false,80,80,86663,3,8382,37
171298,3,132,09/25/2019 10:06,09/25/2019 10:56,,false,106,106,91346,2,1505,12
97610,1,10922,05/30/2018 12:53,05/30/2018 14:30,,false,90,90,65331,4,37103,71
132175,2,2537,01/21/2019 10:02,01/21/2019 10:45,,false,112,112,77521,1,16075,42
115044,1,1571,09/19/2018 08:30,09/19/2018 09:41,,false,81,81,71058,2,16458,89
34914,1,17,01/22/2018 10:39,01/22/2018 10:58,,false,74,74,58771,2,6540,2
115456,1,32579,09/26/2018 11:46,09/26/2018 14:14,,false,103,103,71219,3,29959,56
139521,1,259,02/28/2019 13:45,02/28/2019 14:00,,false,92,92,79905,3,2520,5
104329,2,15,07/16/2018 14:35,07/16/2018 15:15,,false,89,89,67656,1,27039,39
163501,2,34038,07/31/2019 09:59,07/31/2019 12:19,,false,77,77,88389,2,10101,53
164943,2,255,08/09/2019 06:50,08/09/2019 07:15,,false,99,99,88948,1,4274,9
115781,5,84,09/25/2018 10:51,09/25/2018 11:03,,false,76,76,71352,1,1368,1
101242,1,4,06/21/2018 14:53,06/21/2018 15:55,,false,96,96,66531,2,46640,11
129689,3,409,01/02/2019 10:41,01/02/2019 11:04,,false,80,80,76499,1,805,2
162888,2,25,07/26/2019 15:19,07/26/2019 15:44,,false,118,118,88182,1,5353,14
132763,3,33139,01/23/2019 14:08,01/23/2019 14:52,,false,93,93,77701,1,4640,2
146139,1,53,04/01/2019 07:34,04/01/2019 10:15,,false,76,76,81814,3,44909,47
161965,2,40636,07/19/2019 12:01,07/19/2019 14:30,,false,127,127,87821,1,32672,4
188524,3,869,01/20/2020 09:27,01/20/2020 10:28,,false,85,85,97327,2,18193,55
165233,3,386,08/13/2019 09:12,08/13/2019 09:35,,false,118,118,89088,1,15473,74
96202,3,403,05/22/2018 12:46,05/22/2018 13:19,,false,114,114,65017,1,7198,6
111884,2,43,08/31/2018 11:23,08/31/2018 11:43,,false,76,76,70145,1,4400,2
174513,1,165,10/15/2019 09:30,10/15/2019 09:58,,false,131,131,92389,1,3154,2
129600,2,36719,12/28/2018 11:17,12/28/2018 11:20,,false,107,107,76449,1,2831,3
8941,1,5232,08/17/2016 09:28,08/17/2016 09:50,,false,,,32024,1,8228,28
37030,2,558,02/27/2018 10:29,02/27/2018 10:55,,false,81,81,60225,1,32027,14
129253,1,920,12/26/2018 09:31,12/26/2018 10:40,,false,112,112,76303,16,32895,113
142139,1,5004,03/12/2019 08:46,03/12/2019 09:05,,false,121,121,80609,1,238,2
147237,2,94,04/04/2019 12:19,04/04/2019 12:59,,false,129,129,82075,1,256,1
134632,3,541,02/04/2019 11:06,02/04/2019 11:37,,false,95,95,78334,1,5545,19
95837,1,81,05/23/2018 10:46,05/23/2018 12:40,,false,90,90,65032,1,16413,93
180942,2,37246,11/25/2019 09:54,11/25/2019 11:53,,false,124,124,94613,3,41459,58
150861,1,5414,04/30/2019 07:27,04/30/2019 07:55,,false,129,129,83482,1,1230,3
113466,2,6343,09/10/2018 16:45,09/14/2018 18:00,,false,121,121,70503,3,27314,86
96403,1,720,05/23/2018 15:08,05/23/2018 15:11,,false,97,97,65064,1,20085,2
